# LET [MeV/cm], E [MeV], beta 
6.49114,116.348,0.457977
6.49013,116.373,0.458018
6.48913,116.398,0.458059
6.48812,116.423,0.4581
6.48711,116.448,0.458141
6.4861,116.473,0.458182
6.4851,116.498,0.458223
6.48409,116.523,0.458264
6.48309,116.548,0.458305
6.48208,116.572,0.458346
6.48108,116.597,0.458387
6.48007,116.622,0.458428
6.47907,116.647,0.458469
6.47806,116.672,0.45851
6.47706,116.697,0.458551
6.47606,116.722,0.458592
6.47506,116.747,0.458633
6.47405,116.772,0.458673
6.47305,116.797,0.458714
6.47205,116.821,0.458755
6.47105,116.846,0.458796
6.47005,116.871,0.458837
6.46905,116.896,0.458878
6.46805,116.921,0.458919
6.46705,116.946,0.45896
6.46605,116.971,0.459
6.46505,116.996,0.459041
6.46406,117.021,0.459082
6.46306,117.046,0.459123
6.46206,117.071,0.459164
6.46106,117.095,0.459205
6.46007,117.12,0.459245
6.45907,117.145,0.459286
6.45808,117.17,0.459327
6.45708,117.195,0.459368
6.45609,117.22,0.459409
6.45509,117.245,0.459449
6.4541,117.27,0.45949
6.4531,117.295,0.459531
6.45211,117.32,0.459572
6.45112,117.344,0.459612
6.45013,117.369,0.459653
6.44913,117.394,0.459694
6.44814,117.419,0.459735
6.44715,117.444,0.459775
6.44616,117.469,0.459816
6.44517,117.494,0.459857
6.44418,117.519,0.459897
6.44319,117.544,0.459938
6.4422,117.569,0.459979
6.44121,117.593,0.460019
6.44022,117.618,0.46006
6.43924,117.643,0.460101
6.43825,117.668,0.460142
6.43726,117.693,0.460182
6.43627,117.718,0.460223
6.43529,117.743,0.460263
6.4343,117.768,0.460304
6.43332,117.793,0.460345
6.43233,117.818,0.460385
6.43135,117.842,0.460426
6.43036,117.867,0.460467
6.42938,117.892,0.460507
6.42839,117.917,0.460548
6.42741,117.942,0.460588
6.42643,117.967,0.460629
6.42545,117.992,0.46067
6.42446,118.017,0.46071
6.42348,118.042,0.460751
6.4225,118.067,0.460791
6.42152,118.092,0.460832
6.42054,118.116,0.460872
6.41956,118.141,0.460913
6.41858,118.166,0.460953
6.4176,118.191,0.460994
6.41662,118.216,0.461034
6.41564,118.241,0.461075
6.41466,118.266,0.461116
6.41369,118.291,0.461156
6.41271,118.316,0.461197
6.41173,118.341,0.461237
6.41076,118.365,0.461277
6.40978,118.39,0.461318
6.4088,118.415,0.461358
6.40783,118.44,0.461399
6.40685,118.465,0.461439
6.40588,118.49,0.46148
6.4049,118.515,0.46152
6.40393,118.54,0.461561
6.40296,118.565,0.461601
6.40198,118.59,0.461642
6.40101,118.614,0.461682
6.40004,118.639,0.461722
6.39907,118.664,0.461763
6.39809,118.689,0.461803
6.39712,118.714,0.461844
6.39615,118.739,0.461884
6.39518,118.764,0.461924
6.39421,118.789,0.461965
6.39324,118.814,0.462005
6.39227,118.839,0.462045
6.3913,118.863,0.462086
6.39034,118.888,0.462126
6.38937,118.913,0.462167
6.3884,118.938,0.462207
6.38743,118.963,0.462247
6.38647,118.988,0.462288
6.3855,119.013,0.462328
6.38453,119.038,0.462368
6.38357,119.063,0.462408
6.3826,119.088,0.462449
6.38164,119.113,0.462489
6.38067,119.137,0.462529
6.37971,119.162,0.46257
6.37874,119.187,0.46261
6.37778,119.212,0.46265
6.37682,119.237,0.46269
6.37586,119.262,0.462731
6.37489,119.287,0.462771
6.37393,119.312,0.462811
6.37297,119.337,0.462851
6.37201,119.362,0.462892
6.37105,119.386,0.462932
6.37009,119.411,0.462972
6.36913,119.436,0.463012
6.36817,119.461,0.463052
6.36721,119.486,0.463093
6.36625,119.511,0.463133
6.36529,119.536,0.463173
6.36433,119.561,0.463213
6.36337,119.586,0.463253
6.36242,119.611,0.463294
6.36146,119.635,0.463334
6.3605,119.66,0.463374
6.35955,119.685,0.463414
6.35859,119.71,0.463454
6.35764,119.735,0.463494
6.35668,119.76,0.463534
6.35573,119.785,0.463575
6.35477,119.81,0.463615
6.35382,119.835,0.463655
6.35286,119.86,0.463695
6.35191,119.884,0.463735
6.35096,119.909,0.463775
6.35,119.934,0.463815
6.34905,119.959,0.463855
6.3481,119.984,0.463895
6.34715,120.009,0.463935
6.3462,120.034,0.463975
6.34525,120.059,0.464015
6.3443,120.084,0.464055
6.34335,120.109,0.464095
6.3424,120.134,0.464136
6.34145,120.158,0.464176
6.3405,120.183,0.464216
6.33955,120.208,0.464256
6.3386,120.233,0.464296
6.33766,120.258,0.464336
6.33671,120.283,0.464376
6.33576,120.308,0.464416
6.33482,120.333,0.464456
6.33387,120.358,0.464496
6.33292,120.383,0.464535
6.33198,120.407,0.464575
6.33103,120.432,0.464615
6.33009,120.457,0.464655
6.32914,120.482,0.464695
6.3282,120.507,0.464735
6.32726,120.532,0.464775
6.32631,120.557,0.464815
6.32537,120.582,0.464855
6.32443,120.607,0.464895
6.32349,120.632,0.464935
6.32254,120.656,0.464975
6.3216,120.681,0.465015
6.32066,120.706,0.465055
6.31972,120.731,0.465094
6.31878,120.756,0.465134
6.31784,120.781,0.465174
6.3169,120.806,0.465214
6.31596,120.831,0.465254
6.31502,120.856,0.465294
6.31408,120.881,0.465334
6.31315,120.905,0.465373
6.31221,120.93,0.465413
6.31127,120.955,0.465453
6.31033,120.98,0.465493
6.3094,121.005,0.465533
6.30846,121.03,0.465572
6.30753,121.055,0.465612
6.30659,121.08,0.465652
6.30566,121.105,0.465692
6.30472,121.13,0.465732
6.30379,121.155,0.465771
6.30285,121.179,0.465811
6.30192,121.204,0.465851
6.30098,121.229,0.465891
6.30005,121.254,0.46593
6.29912,121.279,0.46597
6.29819,121.304,0.46601
6.29726,121.329,0.46605
6.29632,121.354,0.466089
6.29539,121.379,0.466129
6.29446,121.404,0.466169
6.29353,121.428,0.466209
6.2926,121.453,0.466248
6.29167,121.478,0.466288
6.29074,121.503,0.466328
6.28981,121.528,0.466367
6.28888,121.553,0.466407
6.28796,121.578,0.466447
6.28703,121.603,0.466486
6.2861,121.628,0.466526
6.28517,121.653,0.466566
6.28425,121.677,0.466605
6.28332,121.702,0.466645
6.28239,121.727,0.466685
6.28147,121.752,0.466724
6.28054,121.777,0.466764
6.27962,121.802,0.466803
6.27869,121.827,0.466843
6.27777,121.852,0.466883
6.27685,121.877,0.466922
6.27592,121.902,0.466962
6.275,121.926,0.467001
6.27408,121.951,0.467041
6.27315,121.976,0.467081
6.27223,122.001,0.46712
6.27131,122.026,0.46716
6.27039,122.051,0.467199
6.26947,122.076,0.467239
6.26855,122.101,0.467278
6.26763,122.126,0.467318
6.26671,122.151,0.467357
6.26579,122.176,0.467397
6.26487,122.2,0.467436
6.26395,122.225,0.467476
6.26303,122.25,0.467515
6.26211,122.275,0.467555
6.26119,122.3,0.467594
6.26028,122.325,0.467634
6.25936,122.35,0.467673
6.25844,122.375,0.467713
6.25753,122.4,0.467752
6.25661,122.425,0.467792
6.25569,122.449,0.467831
6.25478,122.474,0.467871
6.25386,122.499,0.46791
6.25295,122.524,0.46795
6.25203,122.549,0.467989
6.25112,122.574,0.468028
6.25021,122.599,0.468068
6.24929,122.624,0.468107
6.24838,122.649,0.468147
6.24747,122.674,0.468186
6.24656,122.698,0.468225
6.24564,122.723,0.468265
6.24473,122.748,0.468304
6.24382,122.773,0.468344
6.24291,122.798,0.468383
6.242,122.823,0.468422
6.24109,122.848,0.468462
6.24018,122.873,0.468501
6.23927,122.898,0.46854
6.23836,122.923,0.46858
6.23745,122.947,0.468619
6.23654,122.972,0.468658
6.23564,122.997,0.468698
6.23473,123.022,0.468737
6.23382,123.047,0.468776
6.23291,123.072,0.468816
6.23201,123.097,0.468855
6.2311,123.122,0.468894
6.2302,123.147,0.468933
6.22929,123.172,0.468973
6.22838,123.197,0.469012
6.22748,123.221,0.469051
6.22657,123.246,0.469091
6.22567,123.271,0.46913
6.22477,123.296,0.469169
6.22386,123.321,0.469208
6.22296,123.346,0.469248
6.22206,123.371,0.469287
6.22115,123.396,0.469326
6.22025,123.421,0.469365
6.21935,123.446,0.469404
6.21845,123.47,0.469444
6.21755,123.495,0.469483
6.21665,123.52,0.469522
6.21575,123.545,0.469561
6.21485,123.57,0.4696
6.21395,123.595,0.46964
6.21305,123.62,0.469679
6.21215,123.645,0.469718
6.21125,123.67,0.469757
6.21035,123.695,0.469796
6.20945,123.719,0.469835
6.20856,123.744,0.469874
6.20766,123.769,0.469914
6.20676,123.794,0.469953
6.20587,123.819,0.469992
6.20497,123.844,0.470031
6.20407,123.869,0.47007
6.20318,123.894,0.470109
6.20228,123.919,0.470148
6.20139,123.944,0.470187
6.20049,123.968,0.470226
6.1996,123.993,0.470266
6.19871,124.018,0.470305
6.19781,124.043,0.470344
6.19692,124.068,0.470383
6.19603,124.093,0.470422
6.19513,124.118,0.470461
6.19424,124.143,0.4705
6.19335,124.168,0.470539
6.19246,124.193,0.470578
6.19157,124.218,0.470617
6.19068,124.242,0.470656
6.18978,124.267,0.470695
6.18889,124.292,0.470734
6.188,124.317,0.470773
6.18712,124.342,0.470812
6.18623,124.367,0.470851
6.18534,124.392,0.47089
6.18445,124.417,0.470929
6.18356,124.442,0.470968
6.18267,124.467,0.471007
6.18179,124.491,0.471046
6.1809,124.516,0.471085
6.18001,124.541,0.471124
6.17913,124.566,0.471163
6.17824,124.591,0.471202
6.17735,124.616,0.471241
6.17647,124.641,0.471279
6.17558,124.666,0.471318
6.1747,124.691,0.471357
6.17381,124.716,0.471396
6.17293,124.74,0.471435
6.17205,124.765,0.471474
6.17116,124.79,0.471513
6.17028,124.815,0.471552
6.1694,124.84,0.471591
6.16851,124.865,0.471629
6.16763,124.89,0.471668
6.16675,124.915,0.471707
6.16587,124.94,0.471746
6.16499,124.965,0.471785
6.16411,124.989,0.471824
6.16323,125.014,0.471863
6.16235,125.039,0.471901
6.16147,125.064,0.47194
6.16059,125.089,0.471979
6.15971,125.114,0.472018
6.15883,125.139,0.472057
6.15795,125.164,0.472095
6.15707,125.189,0.472134
6.1562,125.214,0.472173
6.15532,125.239,0.472212
6.15444,125.263,0.472251
6.15356,125.288,0.472289
6.15269,125.313,0.472328
6.15181,125.338,0.472367
6.15094,125.363,0.472406
6.15006,125.388,0.472444
6.14919,125.413,0.472483
6.14831,125.438,0.472522
6.14744,125.463,0.472561
6.14656,125.488,0.472599
6.14569,125.512,0.472638
6.14481,125.537,0.472677
6.14394,125.562,0.472715
6.14307,125.587,0.472754
6.1422,125.612,0.472793
6.14132,125.637,0.472831
6.14045,125.662,0.47287
6.13958,125.687,0.472909
6.13871,125.712,0.472947
6.13784,125.737,0.472986
6.13697,125.761,0.473025
6.1361,125.786,0.473063
6.13523,125.811,0.473102
6.13436,125.836,0.473141
6.13349,125.861,0.473179
6.13262,125.886,0.473218
6.13175,125.911,0.473257
6.13088,125.936,0.473295
6.13002,125.961,0.473334
6.12915,125.986,0.473372
6.12828,126.011,0.473411
6.12741,126.035,0.47345
6.12655,126.06,0.473488
6.12568,126.085,0.473527
6.12482,126.11,0.473565
6.12395,126.135,0.473604
6.12308,126.16,0.473642
6.12222,126.185,0.473681
6.12136,126.21,0.47372
6.12049,126.235,0.473758
6.11963,126.26,0.473797
6.11876,126.284,0.473835
6.1179,126.309,0.473874
6.11704,126.334,0.473912
6.11617,126.359,0.473951
6.11531,126.384,0.473989
6.11445,126.409,0.474028
6.11359,126.434,0.474066
6.11273,126.459,0.474105
6.11187,126.484,0.474143
6.111,126.509,0.474182
6.11014,126.533,0.47422
6.10928,126.558,0.474259
6.10842,126.583,0.474297
6.10756,126.608,0.474336
6.10671,126.633,0.474374
6.10585,126.658,0.474412
6.10499,126.683,0.474451
6.10413,126.708,0.474489
6.10327,126.733,0.474528
6.10241,126.758,0.474566
6.10156,126.782,0.474605
6.1007,126.807,0.474643
6.09984,126.832,0.474681
6.09899,126.857,0.47472
6.09813,126.882,0.474758
6.09728,126.907,0.474797
6.09642,126.932,0.474835
6.09557,126.957,0.474873
6.09471,126.982,0.474912
6.09386,127.007,0.47495
6.093,127.032,0.474988
6.09215,127.056,0.475027
6.0913,127.081,0.475065
6.09044,127.106,0.475103
6.08959,127.131,0.475142
6.08874,127.156,0.47518
6.08788,127.181,0.475218
6.08703,127.206,0.475257
6.08618,127.231,0.475295
6.08533,127.256,0.475333
6.08448,127.281,0.475372
6.08363,127.305,0.47541
6.08278,127.33,0.475448
6.08193,127.355,0.475487
6.08108,127.38,0.475525
6.08023,127.405,0.475563
6.07938,127.43,0.475601
6.07853,127.455,0.47564
6.07768,127.48,0.475678
6.07684,127.505,0.475716
6.07599,127.53,0.475754
6.07514,127.554,0.475793
6.07429,127.579,0.475831
6.07345,127.604,0.475869
6.0726,127.629,0.475907
6.07175,127.654,0.475946
6.07091,127.679,0.475984
6.07006,127.704,0.476022
6.06922,127.729,0.47606
6.06837,127.754,0.476098
6.06753,127.779,0.476136
6.06668,127.803,0.476175
6.06584,127.828,0.476213
6.065,127.853,0.476251
6.06415,127.878,0.476289
6.06331,127.903,0.476327
6.06247,127.928,0.476365
6.06162,127.953,0.476404
6.06078,127.978,0.476442
6.05994,128.003,0.47648
6.0591,128.028,0.476518
6.05826,128.053,0.476556
6.05742,128.077,0.476594
6.05658,128.102,0.476632
6.05574,128.127,0.47667
6.0549,128.152,0.476709
6.05406,128.177,0.476747
6.05322,128.202,0.476785
6.05238,128.227,0.476823
6.05154,128.252,0.476861
6.0507,128.277,0.476899
6.04986,128.302,0.476937
6.04903,128.326,0.476975
6.04819,128.351,0.477013
6.04735,128.376,0.477051
6.04651,128.401,0.477089
6.04568,128.426,0.477127
6.04484,128.451,0.477165
6.04401,128.476,0.477203
6.04317,128.501,0.477241
6.04234,128.526,0.477279
6.0415,128.551,0.477317
6.04067,128.575,0.477355
6.03983,128.6,0.477393
6.039,128.625,0.477431
6.03816,128.65,0.477469
6.03733,128.675,0.477507
6.0365,128.7,0.477545
6.03566,128.725,0.477583
6.03483,128.75,0.477621
6.034,128.775,0.477659
6.03317,128.8,0.477697
6.03234,128.824,0.477735
6.0315,128.849,0.477773
6.03067,128.874,0.477811
6.02984,128.899,0.477849
6.02901,128.924,0.477887
6.02818,128.949,0.477925
6.02735,128.974,0.477963
6.02652,128.999,0.478
6.02569,129.024,0.478038
6.02487,129.049,0.478076
6.02404,129.074,0.478114
6.02321,129.098,0.478152
6.02238,129.123,0.47819
6.02155,129.148,0.478228
6.02073,129.173,0.478266
6.0199,129.198,0.478304
6.01907,129.223,0.478341
6.01825,129.248,0.478379
6.01742,129.273,0.478417
6.01659,129.298,0.478455
6.01577,129.323,0.478493
6.01494,129.347,0.478531
6.01412,129.372,0.478568
6.01329,129.397,0.478606
6.01247,129.422,0.478644
6.01164,129.447,0.478682
6.01082,129.472,0.47872
6.01,129.497,0.478757
6.00917,129.522,0.478795
6.00835,129.547,0.478833
6.00753,129.572,0.478871
6.00671,129.596,0.478908
6.00589,129.621,0.478946
6.00506,129.646,0.478984
6.00424,129.671,0.479022
6.00342,129.696,0.479059
6.0026,129.721,0.479097
6.00178,129.746,0.479135
6.00096,129.771,0.479173
6.00014,129.796,0.47921
5.99932,129.821,0.479248
5.9985,129.845,0.479286
5.99768,129.87,0.479324
5.99686,129.895,0.479361
5.99605,129.92,0.479399
5.99523,129.945,0.479437
5.99441,129.97,0.479474
5.99359,129.995,0.479512
5.99278,130.02,0.47955
5.99196,130.045,0.479587
5.99114,130.07,0.479625
5.99033,130.095,0.479663
5.98951,130.119,0.4797
5.98869,130.144,0.479738
5.98788,130.169,0.479776
5.98706,130.194,0.479813
5.98625,130.219,0.479851
5.98543,130.244,0.479888
5.98462,130.269,0.479926
5.98381,130.294,0.479964
5.98299,130.319,0.480001
5.98218,130.344,0.480039
5.98137,130.368,0.480076
5.98055,130.393,0.480114
5.97974,130.418,0.480152
5.97893,130.443,0.480189
5.97812,130.468,0.480227
5.97731,130.493,0.480264
5.9765,130.518,0.480302
5.97568,130.543,0.48034
5.97487,130.568,0.480377
5.97406,130.593,0.480415
5.97325,130.617,0.480452
5.97244,130.642,0.48049
5.97163,130.667,0.480527
5.97083,130.692,0.480565
5.97002,130.717,0.480602
5.96921,130.742,0.48064
5.9684,130.767,0.480677
5.96759,130.792,0.480715
5.96678,130.817,0.480752
5.96598,130.842,0.48079
5.96517,130.866,0.480827
5.96436,130.891,0.480865
5.96356,130.916,0.480902
5.96275,130.941,0.48094
5.96194,130.966,0.480977
5.96114,130.991,0.481015
5.96033,131.016,0.481052
5.95953,131.041,0.481089
5.95872,131.066,0.481127
5.95792,131.091,0.481164
5.95711,131.116,0.481202
5.95631,131.14,0.481239
5.95551,131.165,0.481277
5.9547,131.19,0.481314
5.9539,131.215,0.481351
5.9531,131.24,0.481389
5.9523,131.265,0.481426
5.95149,131.29,0.481464
5.95069,131.315,0.481501
5.94989,131.34,0.481538
5.94909,131.365,0.481576
5.94829,131.389,0.481613
5.94749,131.414,0.48165
5.94669,131.439,0.481688
5.94589,131.464,0.481725
5.94509,131.489,0.481762
5.94429,131.514,0.4818
5.94349,131.539,0.481837
5.94269,131.564,0.481874
5.94189,131.589,0.481912
5.94109,131.614,0.481949
5.94029,131.638,0.481986
5.9395,131.663,0.482024
5.9387,131.688,0.482061
5.9379,131.713,0.482098
5.9371,131.738,0.482136
5.93631,131.763,0.482173
5.93551,131.788,0.48221
5.93471,131.813,0.482247
5.93392,131.838,0.482285
5.93312,131.863,0.482322
5.93233,131.887,0.482359
5.93153,131.912,0.482396
5.93074,131.937,0.482434
5.92994,131.962,0.482471
5.92915,131.987,0.482508
5.92836,132.012,0.482545
5.92756,132.037,0.482583
5.92677,132.062,0.48262
5.92598,132.087,0.482657
5.92518,132.112,0.482694
5.92439,132.137,0.482731
5.9236,132.161,0.482769
5.92281,132.186,0.482806
5.92202,132.211,0.482843
5.92122,132.236,0.48288
5.92043,132.261,0.482917
5.91964,132.286,0.482955
5.91885,132.311,0.482992
5.91806,132.336,0.483029
5.91727,132.361,0.483066
5.91648,132.386,0.483103
5.91569,132.41,0.48314
5.9149,132.435,0.483177
5.91412,132.46,0.483215
5.91333,132.485,0.483252
5.91254,132.51,0.483289
5.91175,132.535,0.483326
5.91096,132.56,0.483363
5.91018,132.585,0.4834
5.90939,132.61,0.483437
5.9086,132.635,0.483474
5.90782,132.659,0.483511
5.90703,132.684,0.483549
5.90624,132.709,0.483586
5.90546,132.734,0.483623
5.90467,132.759,0.48366
5.90389,132.784,0.483697
5.9031,132.809,0.483734
5.90232,132.834,0.483771
5.90153,132.859,0.483808
5.90075,132.884,0.483845
5.89997,132.908,0.483882
5.89918,132.933,0.483919
5.8984,132.958,0.483956
5.89762,132.983,0.483993
5.89683,133.008,0.48403
5.89605,133.033,0.484067
5.89527,133.058,0.484104
5.89449,133.083,0.484141
5.89371,133.108,0.484178
5.89293,133.133,0.484215
5.89215,133.158,0.484252
5.89136,133.182,0.484289
5.89058,133.207,0.484326
5.8898,133.232,0.484363
5.88902,133.257,0.4844
5.88825,133.282,0.484437
5.88747,133.307,0.484474
5.88669,133.332,0.484511
5.88591,133.357,0.484548
5.88513,133.382,0.484585
5.88435,133.407,0.484622
5.88357,133.431,0.484658
5.8828,133.456,0.484695
5.88202,133.481,0.484732
5.88124,133.506,0.484769
5.88047,133.531,0.484806
5.87969,133.556,0.484843
5.87891,133.581,0.48488
5.87814,133.606,0.484917
5.87736,133.631,0.484954
5.87659,133.656,0.48499
5.87581,133.68,0.485027
5.87504,133.705,0.485064
5.87426,133.73,0.485101
5.87349,133.755,0.485138
5.87271,133.78,0.485175
5.87194,133.805,0.485212
5.87117,133.83,0.485248
5.87039,133.855,0.485285
5.86962,133.88,0.485322
5.86885,133.905,0.485359
5.86808,133.929,0.485396
5.8673,133.954,0.485432
5.86653,133.979,0.485469
5.86576,134.004,0.485506
5.86499,134.029,0.485543
5.86422,134.054,0.48558
5.86345,134.079,0.485616
5.86268,134.104,0.485653
5.86191,134.129,0.48569
5.86114,134.154,0.485727
5.86037,134.179,0.485763
5.8596,134.203,0.4858
5.85883,134.228,0.485837
5.85806,134.253,0.485874
5.85729,134.278,0.48591
5.85652,134.303,0.485947
5.85575,134.328,0.485984
5.85499,134.353,0.486021
5.85422,134.378,0.486057
5.85345,134.403,0.486094
5.85269,134.428,0.486131
5.85192,134.452,0.486167
5.85115,134.477,0.486204
5.85039,134.502,0.486241
5.84962,134.527,0.486278
5.84886,134.552,0.486314
5.84809,134.577,0.486351
5.84732,134.602,0.486388
5.84656,134.627,0.486424
5.8458,134.652,0.486461
5.84503,134.677,0.486497
5.84427,134.701,0.486534
5.8435,134.726,0.486571
5.84274,134.751,0.486607
5.84198,134.776,0.486644
5.84121,134.801,0.486681
5.84045,134.826,0.486717
5.83969,134.851,0.486754
5.83893,134.876,0.486791
5.83817,134.901,0.486827
5.8374,134.926,0.486864
5.83664,134.95,0.4869
5.83588,134.975,0.486937
5.83512,135,0.486973
5.83436,135.025,0.48701
5.8336,135.05,0.487047
5.83284,135.075,0.487083
5.83208,135.1,0.48712
5.83132,135.125,0.487156
5.83056,135.15,0.487193
5.8298,135.175,0.487229
5.82905,135.2,0.487266
5.82829,135.224,0.487302
5.82753,135.249,0.487339
5.82677,135.274,0.487375
5.82601,135.299,0.487412
5.82526,135.324,0.487449
5.8245,135.349,0.487485
5.82374,135.374,0.487522
5.82299,135.399,0.487558
5.82223,135.424,0.487595
5.82147,135.449,0.487631
5.82072,135.473,0.487667
5.81996,135.498,0.487704
5.81921,135.523,0.48774
5.81845,135.548,0.487777
5.8177,135.573,0.487813
5.81694,135.598,0.48785
5.81619,135.623,0.487886
5.81544,135.648,0.487923
5.81468,135.673,0.487959
5.81393,135.698,0.487996
5.81318,135.722,0.488032
5.81242,135.747,0.488068
5.81167,135.772,0.488105
5.81092,135.797,0.488141
5.81017,135.822,0.488178
5.80942,135.847,0.488214
5.80866,135.872,0.48825
5.80791,135.897,0.488287
5.80716,135.922,0.488323
5.80641,135.947,0.48836
5.80566,135.971,0.488396
5.80491,135.996,0.488432
5.80416,136.021,0.488469
5.80341,136.046,0.488505
5.80266,136.071,0.488541
5.80191,136.096,0.488578
5.80116,136.121,0.488614
5.80042,136.146,0.48865
5.79967,136.171,0.488687
5.79892,136.196,0.488723
5.79817,136.221,0.488759
5.79742,136.245,0.488796
5.79668,136.27,0.488832
5.79593,136.295,0.488868
5.79518,136.32,0.488905
5.79444,136.345,0.488941
5.79369,136.37,0.488977
5.79294,136.395,0.489014
5.7922,136.42,0.48905
5.79145,136.445,0.489086
5.79071,136.47,0.489122
5.78996,136.494,0.489159
5.78922,136.519,0.489195
5.78847,136.544,0.489231
5.78773,136.569,0.489267
5.78699,136.594,0.489304
5.78624,136.619,0.48934
5.7855,136.644,0.489376
5.78476,136.669,0.489412
5.78401,136.694,0.489449
5.78327,136.719,0.489485
5.78253,136.743,0.489521
5.78179,136.768,0.489557
5.78104,136.793,0.489593
5.7803,136.818,0.48963
5.77956,136.843,0.489666
5.77882,136.868,0.489702
5.77808,136.893,0.489738
5.77734,136.918,0.489774
5.7766,136.943,0.489811
5.77586,136.968,0.489847
5.77512,136.992,0.489883
5.77438,137.017,0.489919
5.77364,137.042,0.489955
5.7729,137.067,0.489991
5.77216,137.092,0.490027
5.77142,137.117,0.490064
5.77068,137.142,0.4901
5.76995,137.167,0.490136
5.76921,137.192,0.490172
5.76847,137.217,0.490208
5.76773,137.242,0.490244
5.767,137.266,0.49028
5.76626,137.291,0.490316
5.76552,137.316,0.490352
5.76479,137.341,0.490389
5.76405,137.366,0.490425
5.76332,137.391,0.490461
5.76258,137.416,0.490497
5.76185,137.441,0.490533
5.76111,137.466,0.490569
5.76038,137.491,0.490605
5.75964,137.515,0.490641
5.75891,137.54,0.490677
5.75817,137.565,0.490713
5.75744,137.59,0.490749
5.75671,137.615,0.490785
5.75597,137.64,0.490821
5.75524,137.665,0.490857
5.75451,137.69,0.490893
5.75378,137.715,0.490929
5.75304,137.74,0.490965
5.75231,137.764,0.491001
5.75158,137.789,0.491037
5.75085,137.814,0.491073
5.75012,137.839,0.491109
5.74939,137.864,0.491145
5.74866,137.889,0.491181
5.74792,137.914,0.491217
5.74719,137.939,0.491253
5.74646,137.964,0.491289
5.74574,137.989,0.491325
5.74501,138.014,0.491361
5.74428,138.038,0.491397
5.74355,138.063,0.491433
5.74282,138.088,0.491469
5.74209,138.113,0.491505
5.74136,138.138,0.491541
5.74063,138.163,0.491577
5.73991,138.188,0.491612
5.73918,138.213,0.491648
5.73845,138.238,0.491684
5.73773,138.263,0.49172
5.737,138.287,0.491756
5.73627,138.312,0.491792
5.73555,138.337,0.491828
5.73482,138.362,0.491864
5.7341,138.387,0.4919
5.73337,138.412,0.491935
5.73264,138.437,0.491971
5.73192,138.462,0.492007
5.7312,138.487,0.492043
5.73047,138.512,0.492079
5.72975,138.536,0.492115
5.72902,138.561,0.492151
5.7283,138.586,0.492186
5.72758,138.611,0.492222
5.72685,138.636,0.492258
5.72613,138.661,0.492294
5.72541,138.686,0.49233
5.72468,138.711,0.492365
5.72396,138.736,0.492401
5.72324,138.761,0.492437
5.72252,138.785,0.492473
5.7218,138.81,0.492509
5.72108,138.835,0.492544
5.72036,138.86,0.49258
5.71963,138.885,0.492616
5.71891,138.91,0.492652
5.71819,138.935,0.492687
5.71747,138.96,0.492723
5.71675,138.985,0.492759
5.71603,139.01,0.492795
5.71532,139.035,0.49283
5.7146,139.059,0.492866
5.71388,139.084,0.492902
5.71316,139.109,0.492938
5.71244,139.134,0.492973
5.71172,139.159,0.493009
5.71101,139.184,0.493045
5.71029,139.209,0.49308
5.70957,139.234,0.493116
5.70885,139.259,0.493152
5.70814,139.284,0.493188
5.70742,139.308,0.493223
5.7067,139.333,0.493259
5.70599,139.358,0.493295
5.70527,139.383,0.49333
5.70456,139.408,0.493366
5.70384,139.433,0.493402
5.70313,139.458,0.493437
5.70241,139.483,0.493473
5.7017,139.508,0.493509
5.70098,139.533,0.493544
5.70027,139.557,0.49358
5.69955,139.582,0.493615
5.69884,139.607,0.493651
5.69813,139.632,0.493687
5.69741,139.657,0.493722
5.6967,139.682,0.493758
5.69599,139.707,0.493793
5.69528,139.732,0.493829
5.69456,139.757,0.493865
5.69385,139.782,0.4939
5.69314,139.806,0.493936
5.69243,139.831,0.493971
5.69172,139.856,0.494007
5.69101,139.881,0.494043
5.6903,139.906,0.494078
5.68959,139.931,0.494114
5.68888,139.956,0.494149
5.68817,139.981,0.494185
5.68746,140.006,0.49422
5.68675,140.031,0.494256
5.68604,140.056,0.494291
5.68533,140.08,0.494327
5.68462,140.105,0.494362
5.68391,140.13,0.494398
5.6832,140.155,0.494433
5.6825,140.18,0.494469
5.68179,140.205,0.494504
5.68108,140.23,0.49454
5.68037,140.255,0.494575
5.67967,140.28,0.494611
5.67896,140.305,0.494646
5.67825,140.329,0.494682
5.67755,140.354,0.494717
5.67684,140.379,0.494753
5.67613,140.404,0.494788
5.67543,140.429,0.494824
5.67472,140.454,0.494859
5.67402,140.479,0.494895
5.67331,140.504,0.49493
5.67261,140.529,0.494966
5.6719,140.554,0.495001
5.6712,140.578,0.495036
5.67049,140.603,0.495072
5.66979,140.628,0.495107
5.66909,140.653,0.495143
5.66838,140.678,0.495178
5.66768,140.703,0.495213
5.66698,140.728,0.495249
5.66628,140.753,0.495284
5.66557,140.778,0.49532
5.66487,140.803,0.495355
5.66417,140.827,0.49539
5.66347,140.852,0.495426
5.66277,140.877,0.495461
5.66207,140.902,0.495496
5.66136,140.927,0.495532
5.66066,140.952,0.495567
5.65996,140.977,0.495603
5.65926,141.002,0.495638
5.65856,141.027,0.495673
5.65786,141.052,0.495709
5.65716,141.077,0.495744
5.65646,141.101,0.495779
5.65577,141.126,0.495814
5.65507,141.151,0.49585
5.65437,141.176,0.495885
5.65367,141.201,0.49592
